Year,Month,Day,LST,Solar Flare,Sunspot Number
2012,10,4,28.97,0.08,62
2012,10,5,26.89,0,60
2012,10,6,34.03,0.42,43
2012,10,7,36.09,0,40
2012,10,8,35.95,0.1,49
2012,10,9,40.01,0.44,70
2012,10,10,31.75,1.29,76
2012,10,11,34.37,1.06,73
2012,10,12,32.97,2.27,83
2012,10,13,33.97,0.48,80
2012,10,14,33.63,0.6,95
2012,10,15,34.69,0.29,119
2012,10,16,32.35,1.92,115
2012,10,17,37.07,0.67,102
2012,10,18,33.49,0,109
2012,10,19,37.09,4.9,95
2012,10,20,35.79,0,73
2012,10,21,36.27,0.19,82
2012,10,22,37.45,2.9,85
2012,10,23,35.91,2.31,92
2012,10,24,37.95,0.98,95
2012,10,25,32.79,1.63,79
2012,10,26,36.43,1.17,78
2012,10,27,36.47,0.81,67
2012,10,28,36.99,0.15,53
2012,10,29,41.53,0,69
2012,10,30,36.33,0,65
2012,10,31,39.59,0,50
2012,11,1,33.45,0.21,47
2012,11,2,36.79,0,45
2012,11,3,35.67,0,44
2012,11,4,31.63,0,45
2012,11,5,34.61,0,51
2012,11,6,35.37,0,47
2012,11,7,34.39,0,61
2012,11,8,30.33,2.29,65
2012,11,9,32.33,0,65
2012,11,10,29.89,0,79
2012,11,11,32.97,0,108
2012,11,12,31.05,0.5,122
2012,11,13,31.97,0.79,121
2012,11,14,33.67,2.79,133
2012,11,15,32.69,0.4,138
2012,11,16,35.13,0.23,142
2012,11,17,32.53,0.42,139
2012,11,18,34.19,0.71,132
2012,11,19,36.35,0.44,121
2012,11,20,34.45,4.92,105
2012,11,21,32.33,2.65,106
2012,11,22,32.67,0.08,95
2012,11,23,31.75,0,78
2012,11,24,30.55,0.71,82
2012,11,25,30.57,13.27,84
2012,11,26,27.41,6.63,72
2012,11,27,30.49,1.31,77
2012,11,28,28.55,2.1,77
2012,11,29,30.85,5.27,78
2012,11,30,30.07,1.44,70
2012,12,1,30.19,0.17,53
2012,12,2,31.49,0,47
2012,12,3,30.21,0,44
2012,12,4,31.85,0,54
2012,12,5,27.43,0,60
2012,12,6,29.39,0,28
2012,12,7,27.11,0,31
2012,12,8,28.41,0.06,50
2012,12,9,29.01,0,42
2012,12,10,28.01,0.25,43
2012,12,11,29.77,0.19,47
2012,12,12,20.45,0.48,67
2012,12,13,31.57,0.44,72
2012,12,14,26.39,0,60
2012,12,15,31.03,0,62
2012,12,16,29.63,0.85,65
2012,12,17,28.83,0.54,74
2012,12,18,27.83,0.15,60
2012,12,19,25.33,0.08,54
2012,12,20,27.77,0,56
2012,12,21,23.71,1.9,60
2012,12,22,27.89,0.35,78
2012,12,23,26.39,0.4,79
2012,12,24,30.53,0,57
2012,12,25,28.05,0.6,53
2012,12,26,25.95,0.35,57
2012,12,27,27.05,0.4,54
2012,12,28,25.55,0,53
2012,12,29,28.03,0.23,56
2012,12,30,24.35,0,56
2012,12,31,24.78,0,89
2013,1,1,27.13,0.75,99
2013,1,2,27.89,0,95
2013,1,3,26.63,0,130
2013,1,4,26.85,0.1,150
2013,1,5,29.59,0.46,162
2013,1,6,26.05,0,160
2013,1,7,28.07,0.13,145
2013,1,8,22.29,0,154
2013,1,9,23.85,0,156
2013,1,10,23.59,2.04,148
2013,1,11,23.01,2.1,163
2013,1,12,25.85,1.96,160
2013,1,13,23.55,1.33,128
2013,1,14,29.55,1.25,119
2013,1,15,26.77,0.31,110
2013,1,16,30.61,0,90
2013,1,17,29.33,0,63
2013,1,18,32.43,0.58,43
2013,1,19,33.19,0,47
2013,1,20,29.59,0,47
2013,1,21,32.05,0,37
2013,1,22,27.75,0.29,55
2013,1,23,31.01,0,60
2013,1,24,29.73,0,55
2013,1,25,29.97,0,49
2013,1,26,28.49,0,66
2013,1,27,27.23,0,72
2013,1,28,27.65,0,61
2013,1,29,27.87,0,52
2013,1,30,29.69,0,53
2013,1,31,28.75,0.15,49
2013,2,1,29.99,0.52,64
2013,2,2,32.31,0.31,72
2013,2,3,31.99,2.5,80
2013,2,4,33.75,0.23,38
2013,2,5,31.29,0.15,42
2013,2,6,35.71,2.19,43
2013,2,7,30.39,0,62
2013,2,8,35.21,0.08,59
2013,2,9,31.27,0.85,61
2013,2,10,33.27,0,48
2013,2,11,34.15,0.08,56
2013,2,12,32.69,0.33,64
2013,2,13,38.61,0,38
2013,2,14,29.73,0,35
2013,2,15,35.43,0.06,45
2013,2,16,39.93,0,40
2013,2,17,36.91,1.65,72
2013,2,18,28.37,0.33,109
2013,2,19,32.69,0.08,114
2013,2,20,32.95,0.42,107
2013,2,21,32.37,0.33,78
2013,2,22,37.03,0,67
2013,2,23,33.83,0.08,50
2013,2,24,38.49,0,30
2013,2,25,34.35,0,51
2013,2,26,37.61,0,53
2013,2,27,37.81,0.19,58
2013,2,28,36.55,0.44,70
2013,3,1,37.49,0.35,77
2013,3,2,34.31,0,96
2013,3,3,39.05,0,92
2013,3,4,36.61,0,88
2013,3,5,40.47,0.27,83
2013,3,6,39.63,0,77
2013,3,7,38.33,0,66
2013,3,8,40.85,0,73
2013,3,9,34.49,0,81
2013,3,10,42.01,0,100
2013,3,11,36.03,0.04,101
2013,3,12,40.75,6.13,115
2013,3,13,38.09,0.19,110
2013,3,14,39.43,0.19,123
2013,3,15,44.35,6.48,111
2013,3,16,37.13,0.44,110
2013,3,17,41.43,0.23,119
2013,3,18,34.59,0,107
2013,3,19,42.41,0.19,66
2013,3,20,38.09,0.06,51
2013,3,21,40.85,0,49
2013,3,22,42.35,0.5,49
2013,3,23,40.83,0.08,49
2013,3,24,43.89,0,41
2013,3,25,35.83,0.15,42
2013,3,26,46.69,0,30
2013,3,27,42.63,0,35
2013,3,28,46.73,0,47
2013,3,29,43.09,0,72
2013,3,30,44.75,0,73
2013,3,31,46.43,0,95
2013,4,1,40.37,0,79
2013,4,2,41.43,1.06,98
2013,4,3,42.49,1.4,101
2013,4,4,46.11,0,93
2013,4,5,40.37,0.81,114
2013,4,6,45.67,4.94,113
2013,4,7,46.29,1.48,126
2013,4,8,42.19,0.42,122
2013,4,9,41.24,2.15,136
2013,4,10,40.59,3.19,139
2013,4,11,46.49,24.56,126
2013,4,12,41.63,2.85,125
2013,4,13,37.62,1.02,117
2013,4,14,33.61,0.17,110
2013,4,15,36.47,0.27,93
2013,4,16,39.33,2.44,93
2013,4,17,34.85,0.77,95
2013,4,18,46.29,0.1,85
2013,4,19,33.95,0.83,87
2013,4,20,44.51,3.04,90
2013,4,21,36.99,9.69,93
2013,4,22,41.71,0.4,89
2013,4,23,38.65,4.63,82
2013,4,24,41.87,2.85,98
2013,4,25,44.99,0.17,111
2013,4,26,40.17,0.75,105
2013,4,27,44.21,0,107
2013,4,28,38.15,3.08,102
2013,4,29,41.77,5.1,141
2013,4,30,42.41,2.9,150
2013,5,1,42.81,5.15,142
2013,5,2,40.47,2.29,104
2013,5,3,38.13,6.98,98
2013,5,4,45.19,1.33,122
2013,5,5,30.61,5.08,110
2013,5,6,34.53,1.31,108
2013,5,7,28.55,1.06,116
2013,5,8,29.83,1.06,122
2013,5,9,32.99,0.69,116
2013,5,10,32.27,2.67,125
2013,5,11,40.33,0.54,134
2013,5,12,28.97,0.13,142
2013,5,13,38.81,6.56,153
2013,5,14,42.73,3.19,160
2013,5,15,39.35,6.08,173
2013,5,16,40.84,3.52,206
2013,5,17,32.11,14.6,183
2013,5,18,32.11,3.25,133
2013,5,19,33.83,5.04,127
2013,5,20,34.19,9.33,112
2013,5,21,27.59,2.69,113
2013,5,22,38.77,30,131
2013,5,23,22.25,5.65,108
2013,5,24,30.89,2.04,108
2013,5,25,32.33,0.77,118
2013,5,26,33.37,2.52,96
2013,5,27,43.13,0,92
2013,5,28,33.45,0,78
2013,5,29,36.73,0.6,72
2013,5,30,35.61,0.67,73
2013,5,31,34.87,1.29,50
2013,6,1,27.69,0.21,60
2013,6,2,35.95,0.29,77
2013,6,3,37.99,1.33,64
2013,6,4,39.95,0,51
2013,6,5,39.91,4.94,79
2013,6,6,36.05,0,76
2013,6,7,32.63,0.19,48
2013,6,8,35.37,0,26
2013,6,9,34.53,0.33,35
2013,6,10,32.75,2.02,26
2013,6,11,37.33,0,16
2013,6,12,40.69,0.58,29
2013,6,13,32.07,1,51
2013,6,14,38.17,0.67,64
2013,6,15,33.57,0,95
2013,6,16,42.19,1.04,104
2013,6,17,38.99,3.04,111
2013,6,18,39.69,1.88,113
2013,6,19,32.73,2.94,123
2013,6,20,34.79,4.5,129
2013,6,21,37.41,7.5,139
2013,6,22,36.17,2.96,137
2013,6,23,39.53,1.02,118
2013,6,24,35.39,2.17,108
2013,6,25,31.39,1.17,77
2013,6,26,34.57,0.1,60
2013,6,27,28.49,1.44,61
2013,6,28,27.21,2.58,75
2013,6,29,22.73,1,69
2013,6,30,20.38,2.98,80
2013,7,1,30.97,0,77
2013,7,2,29.89,6.6,112
2013,7,3,34.53,4.29,109
2013,7,4,30.59,7.31,121
2013,7,5,33.61,17.23,109
2013,7,6,35.59,4,124
2013,7,7,33.65,3.29,141
2013,7,8,40.57,0.25,122
2013,7,9,33.69,2.96,110
2013,7,10,37.99,3.65,80
2013,7,11,33.79,0.21,79
2013,7,12,26.39,0.92,73
2013,7,13,29.45,0.85,36
2013,7,14,34.97,0.38,60
2013,7,15,41.67,5.04,77
2013,7,16,33.27,1.38,77
2013,7,17,33.45,1.06,73
2013,7,18,31.13,0,95
2013,7,19,28.33,0.25,85
2013,7,20,30.43,0.42,59
2013,7,21,28.99,5.98,53
2013,7,22,34.23,0,57
2013,7,23,32.79,0,80
2013,7,24,35.83,1.33,70
2013,7,25,37.09,1.46,85
2013,7,26,22.93,0.5,71
2013,7,27,26.23,0.44,68
2013,7,28,28.67,4.27,73
2013,7,29,31.11,1.38,103
2013,7,30,30.31,0.48,89
2013,7,31,24.85,0.08,103
2013,8,1,32.29,2.4,96
2013,8,2,37.71,0.79,114
2013,8,3,35.67,0.06,107
2013,8,4,31.55,0,86
2013,8,5,30.99,0,82
2013,8,6,31.65,0.08,71
2013,8,7,34.13,0.35,86
2013,8,8,31.77,0.21,89
2013,8,9,28.77,0.15,64
2013,8,10,32.31,0,72
2013,8,11,27.19,4.42,81
2013,8,12,31.41,2.54,90
2013,8,13,33.91,0.9,108
2013,8,14,30.85,5.33,108
2013,8,15,31.71,2.56,124
2013,8,16,25.45,1.4,96
2013,8,17,31.75,22.35,100
2013,8,18,39.21,1.52,110
2013,8,19,29.47,1.56,134
2013,8,20,31.20,0.21,129
2013,8,21,28.75,1.9,146
2013,8,22,32.83,1.29,139
2013,8,23,34.37,2.1,138
2013,8,24,35.93,0.04,78
2013,8,25,36.01,0,50
2013,8,26,31.83,0,43
2013,8,27,30.49,0,56
2013,8,28,30.25,0,50
2013,8,29,30.77,0.1,53
2013,8,30,31.01,4.19,71
2013,8,31,33.11,1.02,74
2013,9,1,31.55,0.69,74
2013,9,2,28.97,0.23,90
2013,9,3,33.73,2.58,72
2013,9,4,29.41,8.17,78
2013,9,5,36.35,0.92,65
2013,9,6,31.15,0,49
2013,9,7,33.63,0.15,37
2013,9,8,34.03,0.38,25
2013,9,9,32.87,0,13
2013,9,10,34.23,0.19,18
2013,9,11,34.69,0,60
2013,9,12,35.75,0,52
2013,9,13,37.71,0,37
2013,9,14,33.69,0,25
2013,9,15,34.13,0,13
2013,9,16,36.21,0,25
2013,9,17,38.51,0.1,52
2013,9,18,32.95,0.52,63
2013,9,19,38.11,0.17,63
2013,9,20,37.35,0.6,90
2013,9,21,43.67,2.48,77
2013,9,22,33.69,0.13,79
2013,9,23,42.53,0.19,72
2013,9,24,36.55,1.29,65
2013,9,25,37.17,0.56,71
2013,9,26,35.81,0.23,54
2013,9,27,35.17,0.35,63
2013,9,28,36.95,0,56
2013,9,29,29.43,0.23,43
2013,9,30,27.27,0,53
2013,10,1,35.09,0.1,48
2013,10,2,37.83,0,60
2013,10,3,37.65,0.23,68
2013,10,4,30.03,0.15,79
2013,10,5,31.33,0,57
2013,10,6,23.59,0.31,47
2013,10,7,37.81,3.04,73
2013,10,8,39.13,0.69,96
2013,10,9,38.87,0.46,106
2013,10,10,42.65,3.21,120
2013,10,11,37.61,15.54,122
2013,10,12,40.81,3.85,112
2013,10,13,35.71,4.27,132
2013,10,14,37.25,3.15,128
2013,10,15,36.59,7.52,128
2013,10,16,38.27,3.25,119
2013,10,17,34.27,3.77,146
2013,10,18,35.83,1.94,155
2013,10,19,32.73,0,130
2013,10,20,34.43,3.83,114
2013,10,21,41.03,3.08,128
2013,10,22,34.01,11.92,118
2013,10,23,38.69,5.33,124
2013,10,24,33.03,24.13,144
2013,10,25,34.26,8.83,138
2013,10,26,30.90,19.25,132
2013,10,27,33.05,9.92,148
2013,10,28,27.33,32.63,147
2013,10,29,35.97,2.44,150
2013,10,30,30.93,0,146
2013,10,31,35.27,0.29,130
2013,11,1,32.03,5.54,106
2013,11,2,32.79,6.5,101
2013,11,3,33.29,2.35,123
2013,11,4,32.25,1.6,128
2013,11,5,33.91,5.56,122
2013,11,6,31.03,7.96,145
2013,11,7,36.35,3.5,166
2013,11,8,34.09,4.92,142
2013,11,9,36.53,1.33,104
2013,11,10,36.09,3.19,101
2013,11,11,34.31,2.04,113
2013,11,12,34.83,1.96,135
2013,11,13,32.13,0.48,152
2013,11,14,35.33,1.4,173
2013,11,15,37.19,5.81,166
2013,11,16,36.25,4.1,183
2013,11,17,41.59,2.23,192
2013,11,18,35.11,0.52,145
2013,11,19,33.39,0.54,113
2013,11,20,30.83,0,84
2013,11,21,34.13,0.17,72
2013,11,22,31.13,1.31,67
2013,11,23,33.85,5.94,62
2013,11,24,31.07,0.29,72
2013,11,25,31.93,0,40
2013,11,26,32.63,0,37
2013,11,27,30.81,0,73
2013,11,28,34.75,0.67,106
2013,11,29,40.39,0.1,98
2013,11,30,33.71,0,95
2013,12,1,30.41,0,124
2013,12,2,32.89,0,139
2013,12,3,32.63,0,110
2013,12,4,33.11,0.23,117
2013,12,5,34.87,1.21,110
2013,12,6,30.55,0.85,98
2013,12,7,34.37,2.38,89
2013,12,8,29.43,0.88,95
2013,12,9,30.81,0.08,142
2013,12,10,36.31,0.88,187
2013,12,11,31.97,1.63,176
2013,12,12,30.39,2.44,151
2013,12,13,27.73,1.33,144
2013,12,14,28.73,1.5,135
2013,12,15,24.31,0.29,135
2013,12,16,29.89,0.65,114
2013,12,17,28.25,1.08,121
2013,12,18,28.79,1.67,140
2013,12,19,26.11,0.73,140
2013,12,20,26.91,0.17,143
2013,12,21,27.33,3.15,140
2013,12,22,25.45,12.77,114
2013,12,23,28.71,3.25,111
2013,12,24,26.51,0,109
2013,12,25,27.85,0.25,96
2013,12,26,22.91,0.44,103
2013,12,27,25.13,1.44,106
2013,12,28,25.61,2.56,100
2013,12,29,26.27,3,124
2013,12,30,28.73,0.65,100
2013,12,31,29.99,16.71,136
2014,1,1,28.81,21.04,124
2014,1,2,25.83,1.96,133
2014,1,3,28.51,4.17,153
2014,1,4,25.55,6.15,136
2014,1,5,25.79,4.35,134
2014,1,6,26.71,2.46,167
2014,1,7,26.39,20.69,140
2014,1,8,27.17,2.52,107
2014,1,9,23.95,0.08,120
2014,1,10,28.39,0.21,137
2014,1,11,29.83,0.5,142
2014,1,12,28.63,0.48,133
2014,1,13,28.83,1.1,117
2014,1,14,26.35,0.46,96
2014,1,15,28.83,0,93
2014,1,16,24.05,0,80
2014,1,17,29.93,0,74
2014,1,18,30.59,0.23,116
2014,1,19,31.73,0.06,110
2014,1,20,29.69,0.94,133
2014,1,21,28.51,0.15,129
2014,1,22,32.57,0.29,154
2014,1,23,29.93,0,146
2014,1,24,31.35,0,116
2014,1,25,27.01,0,100
2014,1,26,30.41,0,97
2014,1,27,28.57,0,76
2014,1,28,26.51,2.25,77
2014,1,29,29.33,3.31,94
2014,1,30,30.45,8.77,99
2014,1,31,32.11,2.58,93
2014,2,1,28.61,12.88,94
2014,2,2,32.89,16.83,118
2014,2,3,30.09,7.6,127
2014,2,4,31.63,29.6,144
2014,2,5,30.09,7.56,167
2014,2,6,30.61,7.88,171
2014,2,7,35.89,15.81,147
2014,2,8,28.83,1.1,147
2014,2,9,35.75,1.23,147
2014,2,10,27.11,1,137
2014,2,11,33.73,17.08,158
2014,2,12,31.05,40.42,161
2014,2,13,33.19,45.81,147
2014,2,14,34.13,14.46,130
2014,2,15,31.47,1.23,113
2014,2,16,30.97,1.35,103
2014,2,17,22.25,4.06,106
2014,2,18,27.99,4.06,127
2014,2,19,28.31,1.21,126
2014,2,20,32.29,3.21,133
2014,2,21,31.33,0.42,136
2014,2,22,32.23,1.6,146
2014,2,23,33.57,0.06,158
2014,2,24,31.41,1.65,153
2014,2,25,35.65,12.27,171
2014,2,26,31.43,4,207
2014,2,27,35.23,2.38,220
2014,2,28,36.81,7.19,196
2014,3,1,36.99,0.92,155
2014,3,2,37.67,4.13,158
2014,3,3,34.61,2.4,161
2014,3,4,34.39,0.81,141
2014,3,5,39.11,1.17,154
2014,3,6,39.57,0.35,127
2014,3,7,33.55,0,134
2014,3,8,38.43,2.96,116
2014,3,9,39.03,12.88,111
2014,3,10,38.19,23.25,113
2014,3,11,40.53,9.42,111
2014,3,12,35.63,3.44,132
2014,3,13,36.69,1.56,112
2014,3,14,36.97,0.69,109
2014,3,15,41.49,0.67,111
2014,3,16,40.59,0.38,122
2014,3,17,43.81,0.92,126
2014,3,18,41.83,0.71,136
2014,3,19,36.77,9.04,141
2014,3,20,41.97,16.42,139
2014,3,21,37.23,0.63,126
2014,3,22,44.27,5.71,146
2014,3,23,33.31,9.31,151
2014,3,24,39.85,4.06,137
2014,3,25,40.35,1.08,136
2014,3,26,38.61,1.63,112
2014,3,27,45.75,0.42,115
2014,3,28,37.19,1.44,122
2014,3,29,37.87,8.44,118
2014,3,30,38.55,1.75,101
2014,3,31,47.29,3.54,118
2014,4,1,43.73,1.21,96
2014,4,2,45.35,17.48,114
2014,4,3,45.93,1.02,133
2014,4,4,34.95,1.56,158
2014,4,5,43.59,0,135
2014,4,6,33.53,0.69,121
2014,4,7,41.19,5.4,114
2014,4,8,36.47,0,117
2014,4,9,37.75,0.27,94
2014,4,10,43.93,1.06,65
2014,4,11,46.33,0.25,61
2014,4,12,47.25,0,73
2014,4,13,39.39,0.35,80
2014,4,14,47.31,5.08,105
2014,4,15,40.65,3.63,145
2014,4,16,47.31,7,187
2014,4,17,42.93,1.44,199
2014,4,18,44.31,1.13,178
2014,4,19,47.29,1.04,178
2014,4,20,44.71,1.85,173
2014,4,21,45.84,4.69,150
2014,4,22,43.29,2.15,123
2014,4,23,43.19,0.25,85
2014,4,24,45.83,0,72
2014,4,25,46.64,0.29,57
2014,4,26,47.59,0,45
2014,4,27,43.01,0,77
2014,4,28,42.11,4.88,80
2014,4,29,37.95,0.46,77
2014,4,30,45.87,2.44,82
2014,5,1,33.87,0.33,88
2014,5,2,42.75,1.17,115
2014,5,3,39.21,2.13,123
2014,5,4,45.79,1.77,127
2014,5,5,46.97,0.33,142
2014,5,6,44.67,1.77,148
2014,5,7,45.03,1,120
2014,5,8,35.13,10.69,132
2014,5,9,36.54,6.25,139
2014,5,10,42.11,9.44,123
2014,5,11,39.79,6.5,150
2014,5,12,43.37,11.56,154
2014,5,13,39.85,4.21,133
2014,5,14,48.25,13.79,166
2014,5,15,36.67,0.83,156
2014,5,16,40.50,2.79,133
2014,5,17,44.33,1.29,151
2014,5,18,45.29,0.65,138
2014,5,19,41.99,0,102
2014,5,20,44.97,0.9,87
2014,5,21,41.64,2.25,85
2014,5,22,38.31,1.4,66
2014,5,23,46.41,1.48,91
2014,5,24,29.57,15.04,109
2014,5,25,47.47,3.85,109
2014,5,26,31.05,0,91
2014,5,27,37.53,0.94,78
2014,5,28,30.41,0.33,70
2014,5,29,34.63,0.63,48
2014,5,30,32.83,0.23,55
2014,5,31,30.35,0.38,57
2014,6,1,36.93,1.23,64
2014,6,2,35.82,0,62
2014,6,3,35.81,4.98,74
2014,6,4,35.15,2.02,64
2014,6,5,35.47,3.92,87
2014,6,6,34.91,2.63,119
2014,6,7,37.19,0.73,133
2014,6,8,35.95,1.58,142
2014,6,9,27.87,5.31,156
2014,6,10,36.93,2.63,162
2014,6,11,27.19,19.63,174
2014,6,12,38.05,18.69,197
2014,6,13,29.93,13.44,182
2014,6,14,35.49,4.88,137
2014,6,15,40.63,1.69,74
2014,6,16,41.37,11.19,84
2014,6,17,42.01,2.79,95
2014,6,18,37.97,3.54,120
2014,6,19,31.71,2.6,95
2014,6,20,22.85,5.06,80
2014,6,21,20.98,6.21,93
2014,6,22,26.45,0.98,90
2014,6,23,26.23,0.1,77
2014,6,24,27.99,0.17,40
2014,6,25,28.57,1.42,55
2014,6,26,33.65,0.56,67
2014,6,27,29.23,0.33,67
2014,6,28,31.37,1.65,71
2014,6,29,24.59,1.81,93
2014,6,30,28.07,2.21,132
2014,7,1,31.15,14.58,134
2014,7,2,28.25,6.38,145
2014,7,3,30.33,3,167
2014,7,4,38.59,8.48,172
2014,7,5,30.05,1.83,194
2014,7,6,31.81,6.98,185
2014,7,7,35.01,4.33,197
2014,7,8,34.03,19.23,183
2014,7,9,33.47,13.1,162
2014,7,10,33.35,2.29,161
2014,7,11,41.31,4.42,144
2014,7,12,35.75,7.13,119
2014,7,13,30.77,3.77,86
2014,7,14,28.91,0.06,62
2014,7,15,24.97,0,18
2014,7,16,28.35,0,10
2014,7,17,23.13,0,0
2014,7,18,26.43,0,15
2014,7,19,31.55,0,35
2014,7,20,37.19,0,35
2014,7,21,28.61,0,17
2014,7,22,34.55,0,39
2014,7,23,29.07,1.29,65
2014,7,24,30.41,2.75,62
2014,7,25,40.11,1.83,64
2014,7,26,40.09,1.15,58
2014,7,27,46.55,1.73,78
2014,7,28,35.09,1.98,109
2014,7,29,29.17,1.85,137
2014,7,30,32.81,3.08,122
2014,7,31,30.41,2.67,131
2014,8,1,29.67,11.08,165
2014,8,2,35.29,4.71,165
2014,8,3,38.71,7.19,153
2014,8,4,30.97,3.27,146
2014,8,5,30.67,2.17,128
2014,8,6,32.37,2.46,113
2014,8,7,29.53,5.46,123
2014,8,8,32.87,2.35,89
2014,8,9,30.73,1.33,83
2014,8,10,28.37,1.06,62
2014,8,11,35.63,0.88,69
2014,8,12,36.48,3.08,75
2014,8,13,28.73,3.94,79
2014,8,14,26.71,2.33,86
2014,8,15,29.29,14.52,107
2014,8,16,28.81,2.08,109
2014,8,17,20.49,1.46,116
2014,8,18,32.05,3.81,105
2014,8,19,30.36,1.4,93
2014,8,20,30.89,2.79,102
2014,8,21,29.94,3.13,120
2014,8,22,30.29,34.67,125
2014,8,23,31.81,9.96,150
2014,8,24,28.79,12.06,149
2014,8,25,27.51,9.75,116
2014,8,26,31.99,2.29,86
2014,8,27,33.37,3.02,95
2014,8,28,29.17,7.04,82
2014,8,29,37.15,1.56,66
2014,8,30,37.99,16.4,76
2014,8,31,31.23,5.73,82
2014,9,1,32.61,1.77,96
2014,9,2,31.95,2.33,110
2014,9,3,35.03,0.27,102
2014,9,4,33.75,0.96,120
2014,9,5,33.85,3.38,116
2014,9,6,38.81,4.98,142
2014,9,7,33.57,3.38,165
2014,9,8,34.93,11.42,154
2014,9,9,34.01,2.33,175
2014,9,10,33.31,38.71,169
2014,9,11,35.63,0.81,160
2014,9,12,35.99,6.08,126
2014,9,13,33.75,4.42,125
2014,9,14,35.83,11.98,104
2014,9,15,35.83,3.19,94
2014,9,16,38.31,0.42,114
2014,9,17,34.23,1.02,123
2014,9,18,31.27,1.02,82
2014,9,19,26.89,0.42,79
2014,9,20,23.46,0,80
2014,9,21,27.13,3.96,95
2014,9,22,21.99,0.13,101
2014,9,23,27.03,8.02,119
2014,9,24,30.85,1.48,108
2014,9,25,33.11,8.92,144
2014,9,26,30.83,11.23,165
2014,9,27,32.91,3.29,181
2014,9,28,37.65,19.73,193
2014,9,29,30.19,7.13,180
2014,9,30,37.89,2.38,178
2014,10,1,31.03,6.21,135
2014,10,2,35.87,1.58,126
2014,10,3,32.21,1.04,117
2014,10,4,32.81,0.67,105
2014,10,5,37.77,0.15,89
2014,10,6,37.47,1.85,68
2014,10,7,40.35,1.94,68
2014,10,8,33.23,2.15,74
2014,10,9,38.79,8.48,59
2014,10,10,36.49,0,36
2014,10,11,35.13,0,30
2014,10,12,34.07,0,30
2014,10,13,34.37,0,42
2014,10,14,33.53,0,74
2014,10,15,26.59,0,89
2014,10,16,36.17,0,70
2014,10,17,34.74,0.33,64
2014,10,18,37.87,3.75,61
2014,10,19,35.17,40.17,92
2014,10,20,37.07,34.73,110
2014,10,21,36.81,6.33,107
2014,10,22,35.43,57.42,123
2014,10,23,37.51,6.04,132
2014,10,24,33.67,37.38,138
2014,10,25,37.17,100.9,136
2014,10,26,35.78,23.44,132
2014,10,27,36.95,171.58,107
2014,10,28,35.33,14.73,101
2014,10,29,32.79,3.38,92
2014,10,30,36.97,1.96,102
2014,10,31,32.75,0.96,80
2014,11,1,37.95,4.06,90
2014,11,2,34.37,2.65,98
2014,11,3,37.53,3.23,112
2014,11,4,37.03,4.71,109
2014,11,5,34.37,8.48,137
2014,11,6,37.41,17.21,101
2014,11,7,35.25,71.04,106
2014,11,8,39.55,4.92,86
2014,11,9,32.53,14.04,75
2014,11,10,37.35,5.56,69
2014,11,11,35.29,12.52,89
2014,11,12,39.21,4.35,92
2014,11,13,33.71,4.23,112
2014,11,14,32.81,5.13,102
2014,11,15,33.85,3.54,111
2014,11,16,28.99,4.96,103
2014,11,17,33.35,1.04,99
2014,11,18,30.99,0.69,77
2014,11,19,34.59,2.63,65
2014,11,20,31.63,3.27,74
2014,11,21,31.03,6.92,75
2014,11,22,32.41,7.6,84
2014,11,23,29.43,1.85,78
2014,11,24,32.17,10.21,103
2014,11,25,28.09,7.56,117
2014,11,26,31.75,4.46,139
2014,11,27,29.07,8.81,152
2014,11,28,31.19,6.75,143
2014,11,29,29.79,9.75,157
2014,11,30,30.05,3.77,154
2014,12,1,33.67,3.92,141
2014,12,2,28.59,4.08,125
2014,12,3,32.73,4.94,115
2014,12,4,28.95,12.56,93
2014,12,5,34.21,4,65
2014,12,6,33.85,4.75,57
2014,12,7,30.71,0.81,57
2014,12,8,30.01,0.5,71
2014,12,9,26.31,9.46,69
2014,12,10,30.35,2.21,90
2014,12,11,28.21,2.19,104
2014,12,12,29.45,5.52,115
2014,12,13,36.01,4.15,140
2014,12,14,32.85,10.94,162
2014,12,15,34.29,3.44,166
2014,12,16,31.61,6.15,175
2014,12,17,30.37,28.85,178
2014,12,18,25.59,22.73,154
2014,12,19,31.41,14.63,175
2014,12,20,29.69,33.79,138
2014,12,21,31.19,36.13,137
2014,12,22,30.39,8.63,118
2014,12,23,30.67,1.38,115
2014,12,24,31.33,11.96,93
2014,12,25,30.25,0.35,97
2014,12,26,30.03,5.92,88
2014,12,27,23.45,19.02,91
2014,12,28,28.69,5.15,100
2014,12,29,29.93,10.79,94
2014,12,30,27.27,6.44,88
2014,12,31,27.21,16.71,88
2015,1,1,25.93,1.35,104
2015,1,2,32.07,1.21,122
2015,1,3,39.51,6.08,102
2015,1,4,33.11,15.73,105
2015,1,5,25.61,15.23,88
2015,1,6,28.47,3.67,89
2015,1,7,26.73,1.58,103
2015,1,8,27.63,0.88,99
2015,1,9,29.91,1.67,111
2015,1,10,25.61,2.06,106
2015,1,11,29.49,7.15,122
2015,1,12,24.01,8.9,124
2015,1,13,30.91,1.1,101
2015,1,14,30.09,1.54,80
2015,1,15,31.83,1.25,59
2015,1,16,31.95,3.65,52
2015,1,17,28.93,0.46,40
2015,1,18,29.89,0.31,68
2015,1,19,22.49,0.4,66
2015,1,20,29.57,0.19,56
2015,1,21,27.59,0.81,43
2015,1,22,32.03,0,50
